yyyymm;Index;D12;E12;b/m;tbl;AAA;BAA;lty;ntis;Rfree;infl;ltr;corpr;svar;csp;CRSP_SPvw;CRSP_SPvwx
191103;9,32;0,4700;0,6950;NaN;NaN;NaN;NaN;NaN;NaN;0,0025143287;NaN;NaN;NaN;0,0006389759;NaN;NaN;NaN
191104;9,28;0,4700;0,6833;NaN;NaN;NaN;NaN;NaN;NaN;0,0023302924;NaN;NaN;NaN;0,0002818356;NaN;NaN;NaN
191105;9,48;0,4700;0,6717;NaN;NaN;NaN;NaN;NaN;NaN;0,0023082058;NaN;NaN;NaN;0,0006322053;NaN;NaN;NaN
191106;9,67;0,4700;0,6600;NaN;NaN;NaN;NaN;NaN;NaN;0,0023523785;NaN;NaN;NaN;0,0002924562;NaN;NaN;NaN
191107;9,63;0,4700;0,6483;NaN;NaN;NaN;NaN;NaN;NaN;0,0024259955;NaN;NaN;NaN;0,0003194916;NaN;NaN;NaN
191108;9,17;0,4700;0,6367;NaN;NaN;NaN;NaN;NaN;NaN;0,0027277683;NaN;NaN;NaN;0,0013782882;NaN;NaN;NaN
191109;8,67;0,4700;0,6250;NaN;NaN;NaN;NaN;NaN;NaN;0,0029779500;NaN;NaN;NaN;0,0010469042;NaN;NaN;NaN
191110;8,72;0,4700;0,6133;NaN;NaN;NaN;NaN;NaN;NaN;0,0028528670;NaN;NaN;NaN;0,0005262618;NaN;NaN;NaN
191111;9,07;0,4700;0,6017;NaN;NaN;NaN;NaN;NaN;NaN;0,0025437713;NaN;NaN;NaN;0,0010578679;NaN;NaN;NaN
191112;9,11;0,4700;0,5900;NaN;NaN;NaN;NaN;NaN;NaN;0,0030441640;NaN;NaN;NaN;0,0004200035;NaN;NaN;NaN
191201;9,12;0,4708;0,5992;NaN;NaN;NaN;NaN;NaN;NaN;0,0025143287;NaN;NaN;NaN;0,0004823788;NaN;NaN;NaN
191202;9,04;0,4717;0,6083;NaN;NaN;NaN;NaN;NaN;NaN;0,0024039110;NaN;NaN;NaN;0,0001610862;NaN;NaN;NaN
191203;9,30;0,4725;0,6175;NaN;NaN;NaN;NaN;NaN;NaN;0,0027277683;NaN;NaN;NaN;0,0004137841;NaN;NaN;NaN
191204;9,59;0,4733;0,6267;NaN;NaN;NaN;NaN;NaN;NaN;0,0026909716;NaN;NaN;NaN;0,0005266908;NaN;NaN;NaN
191205;9,58;0,4742;0,6358;NaN;NaN;NaN;NaN;NaN;NaN;0,0027277683;NaN;NaN;NaN;0,0007540208;NaN;NaN;NaN
191206;9,58;0,4750;0,6450;NaN;NaN;NaN;NaN;NaN;NaN;0,0025879337;NaN;NaN;NaN;0,0004415924;NaN;NaN;NaN
191207;9,59;0,4758;0,6542;NaN;NaN;NaN;NaN;NaN;NaN;0,0029705926;NaN;NaN;NaN;0,0005500493;NaN;NaN;NaN
191208;9,81;0,4767;0,6633;NaN;NaN;NaN;NaN;NaN;NaN;0,0033236862;NaN;NaN;NaN;0,0003322357;NaN;NaN;NaN
191209;9,86;0,4775;0,6725;NaN;NaN;NaN;NaN;NaN;NaN;0,0037354713;NaN;NaN;NaN;0,0004297346;NaN;NaN;NaN
191210;9,84;0,4783;0,6817;NaN;NaN;NaN;NaN;NaN;NaN;0,0040074506;NaN;NaN;NaN;0,0007144113;NaN;NaN;NaN
191211;9,73;0,4792;0,6908;NaN;NaN;NaN;NaN;NaN;NaN;0,0038530930;NaN;NaN;NaN;0,0007458307;NaN;NaN;NaN
191212;9,38;0,4800;0,7000;NaN;NaN;NaN;NaN;NaN;NaN;0,0040588978;NaN;NaN;NaN;0,0009024807;NaN;NaN;NaN
191301;9,30;0,4800;0,6942;NaN;NaN;NaN;NaN;NaN;NaN;0,0031839349;NaN;NaN;NaN;0,0012007539;NaN;NaN;NaN
191302;8,97;0,4800;0,6883;NaN;NaN;NaN;NaN;NaN;NaN;0,0032501353;-0,0034072000;NaN;NaN;0,0007533256;NaN;NaN;NaN
191303;8,80;0,4800;0,6825;NaN;NaN;NaN;NaN;NaN;NaN;0,0038824963;0,0000000000;NaN;NaN;0,0007565930;NaN;NaN;NaN
191304;8,79;0,4800;0,6767;NaN;NaN;NaN;NaN;NaN;NaN;0,0037060637;0,0034072000;NaN;NaN;0,0007240746;NaN;NaN;NaN
191305;8,55;0,4800;0,6708;NaN;NaN;NaN;NaN;NaN;NaN;0,0035810718;-0,0068260000;NaN;NaN;0,0005819012;NaN;NaN;NaN
191306;8,12;0,4800;0,6650;NaN;NaN;NaN;NaN;NaN;NaN;0,0039707009;0,0034188000;NaN;NaN;0,0026204891;NaN;NaN;NaN
191307;8,23;0,4800;0,6592;NaN;NaN;NaN;NaN;NaN;NaN;0,0040882950;0,0101868000;NaN;NaN;0,0005558776;NaN;NaN;NaN
191308;8,45;0,4800;0,6533;NaN;NaN;NaN;NaN;NaN;NaN;0,0040588978;0,0067340000;NaN;NaN;0,0005558541;NaN;NaN;NaN
191309;8,53;0,4800;0,6475;NaN;NaN;NaN;NaN;NaN;NaN;0,0039192492;0,0033501000;NaN;NaN;0,0006767303;NaN;NaN;NaN
191310;8,26;0,4800;0,6417;NaN;NaN;NaN;NaN;NaN;NaN;0,0038089865;0,0066667000;NaN;NaN;0,0010866136;NaN;NaN;NaN
191311;8,05;0,4800;0,6358;NaN;NaN;NaN;NaN;NaN;NaN;0,0037354713;0,0033168000;NaN;NaN;0,0004506428;NaN;NaN;NaN
191312;8,04;0,4800;0,6300;NaN;NaN;NaN;NaN;NaN;NaN;0,0038310400;-0,0033168000;NaN;NaN;0,0007124877;NaN;NaN;NaN
191401;8,37;0,4750;0,6208;NaN;NaN;NaN;NaN;NaN;NaN;0,0029779500;0,0000000000;NaN;NaN;0,0007306086;NaN;NaN;NaN
191402;8,48;0,4700;0,6117;NaN;NaN;NaN;NaN;NaN;NaN;0,0024775241;-0,0100168000;NaN;NaN;0,0004046325;NaN;NaN;NaN
191403;8,32;0,4650;0,6025;NaN;NaN;NaN;NaN;NaN;NaN;0,0024701631;-0,0033613000;NaN;NaN;0,0006693025;NaN;NaN;NaN
191404;8,12;0,4600;0,5933;NaN;NaN;NaN;NaN;NaN;NaN;0,0023965494;-0,0101524000;NaN;NaN;0,0008483564;NaN;NaN;NaN
191405;8,17;0,4550;0,5842;NaN;NaN;NaN;NaN;NaN;NaN;0,0024996070;0,0067797000;NaN;NaN;0,0005425669;NaN;NaN;NaN
191406;8,13;0,4500;0,5750;NaN;NaN;NaN;NaN;NaN;NaN;0,0024848851;0,0067340000;NaN;NaN;0,0006419688;NaN;NaN;NaN
191407;7,68;0,4450;0,5658;NaN;NaN;NaN;NaN;NaN;NaN;0,0029117315;0,0100168000;NaN;NaN;0,0051771146;NaN;NaN;NaN
191408;7,68;0,4400;0,5567;NaN;NaN;NaN;NaN;NaN;NaN;0,0043087466;0,0132015000;NaN;NaN;0,0000000000;NaN;NaN;NaN
191409;7,68;0,4350;0,5475;NaN;NaN;NaN;NaN;NaN;NaN;0,0045732245;0,0032733000;NaN;NaN;0,0000000000;NaN;NaN;NaN
191410;7,68;0,4300;0,5383;NaN;NaN;NaN;NaN;NaN;NaN;0,0043822197;-0,0065574000;NaN;NaN;0,0000000000;NaN;NaN;NaN
191411;7,68;0,4250;0,5292;NaN;NaN;NaN;NaN;NaN;NaN;0,0036913596;0,0032841000;NaN;NaN;0,0000000000;NaN;NaN;NaN
191412;7,35;0,4200;0,5200;NaN;NaN;NaN;NaN;NaN;NaN;0,0028455087;-0,0032841000;NaN;NaN;0,0025860082;NaN;NaN;NaN
191501;7,48;0,4208;0,5500;NaN;NaN;NaN;NaN;NaN;NaN;0,0024775241;-0,0032949000;NaN;NaN;0,0014435328;NaN;NaN;NaN
191502;7,38;0,4217;0,5800;NaN;NaN;NaN;NaN;NaN;NaN;0,0024039110;-0,0066225000;NaN;NaN;0,0007992105;NaN;NaN;NaN
191503;7,57;0,4225;0,6100;NaN;NaN;NaN;NaN;NaN;NaN;0,0021314951;-0,0100168000;NaN;NaN;0,0008211544;NaN;NaN;NaN
191504;8,14;0,4233;0,6400;NaN;NaN;NaN;NaN;NaN;NaN;0,0023376545;0,0100168000;NaN;NaN;0,0016950975;NaN;NaN;NaN
191505;7,95;0,4242;0,6700;NaN;NaN;NaN;NaN;NaN;NaN;0,0023818260;0,0033168000;NaN;NaN;0,0049285809;NaN;NaN;NaN
191506;8,04;0,4250;0,7000;NaN;NaN;NaN;NaN;NaN;NaN;0,0023302924;0,0033058000;NaN;NaN;0,0016801799;NaN;NaN;NaN
191507;8,01;0,4258;0,7300;NaN;NaN;NaN;NaN;NaN;NaN;0,0020357639;0,0000000000;NaN;NaN;0,0012536607;NaN;NaN;NaN
191508;8,35;0,4267;0,7600;NaN;NaN;NaN;NaN;NaN;NaN;0,0022419429;0,0000000000;NaN;NaN;0,0018115194;NaN;NaN;NaN
191509;8,66;0,4275;0,7900;NaN;NaN;NaN;NaN;NaN;NaN;0,0020578565;0,0032949000;NaN;NaN;0,0009375170;NaN;NaN;NaN
191510;9,14;0,4283;0,8200;NaN;NaN;NaN;NaN;NaN;NaN;0,0020136707;0,0098200000;NaN;NaN;0,0015525521;NaN;NaN;NaN
191511;9,46;0,4292;0,8500;NaN;NaN;NaN;NaN;NaN;NaN;0,0018442738;0,0064935000;NaN;NaN;0,0009912099;NaN;NaN;NaN
191512;9,48;0,4300;0,8800;NaN;NaN;NaN;NaN;NaN;NaN;0,0019179282;0,0032310000;NaN;NaN;0,0011907280;NaN;NaN;NaN
191601;9,33;0,4408;0,9342;NaN;NaN;NaN;NaN;NaN;NaN;0,0019400234;0,0096309000;NaN;NaN;0,0013879741;NaN;NaN;NaN
191602;9,20;0,4517;0,9883;NaN;NaN;NaN;NaN;NaN;NaN;0,0019400234;0,0000000000;NaN;NaN;0,0011241608;NaN;NaN;NaN
191603;9,17;0,4625;1,0420;NaN;NaN;NaN;NaN;NaN;NaN;0,0019400234;0,0095390000;NaN;NaN;0,0007942677;NaN;NaN;NaN
191604;9,07;0,4733;1,0970;NaN;NaN;NaN;NaN;NaN;NaN;0,0019400234;0,0094489000;NaN;NaN;0,0018675936;NaN;NaN;NaN
191605;9,27;0,4842;1,1510;NaN;NaN;NaN;NaN;NaN;NaN;0,0019400234;0,0031299000;NaN;NaN;0,0010190602;NaN;NaN;NaN
191606;9,36;0,4950;1,2050;NaN;NaN;NaN;NaN;NaN;NaN;0,0023082058;0,0124225000;NaN;NaN;0,0011107020;NaN;NaN;NaN
191607;9,23;0,5058;1,2590;NaN;NaN;NaN;NaN;NaN;NaN;0,0025658528;0,0000000000;NaN;NaN;0,0005326312;NaN;NaN;NaN
191608;9,30;0,5167;1,3130;NaN;NaN;NaN;NaN;NaN;NaN;0,0023818260;0,0122701000;NaN;NaN;0,0010064439;NaN;NaN;NaN
191609;9,68;0,5275;1,3680;NaN;NaN;NaN;NaN;NaN;NaN;0,0021314951;0,0181274000;NaN;NaN;0,0007633005;NaN;NaN;NaN
191610;9,98;0,5383;1,4220;NaN;NaN;NaN;NaN;NaN;NaN;0,0021314951;0,0119049000;NaN;NaN;0,0016309216;NaN;NaN;NaN
191611;10,21;0,5492;1,4760;NaN;NaN;NaN;NaN;NaN;NaN;0,0022124914;0,0175958000;NaN;NaN;0,0008132161;NaN;NaN;NaN
191612;9,80;0,5600;1,5300;NaN;NaN;NaN;NaN;NaN;NaN;0,0025216894;0,0057971000;NaN;NaN;0,0057822028;NaN;NaN;NaN
191701;9,57;0,5708;1,5090;NaN;NaN;NaN;NaN;NaN;NaN;0,0022566684;0,0114944000;NaN;NaN;0,0015012329;NaN;NaN;NaN
191702;9,03;0,5817;1,4880;NaN;NaN;NaN;NaN;NaN;NaN;0,0026541736;0,0225998000;NaN;NaN;0,0045159173;NaN;NaN;NaN
191703;9,31;0,5925;1,4680;NaN;NaN;NaN;NaN;NaN;NaN;0,0026762526;0,0055710000;NaN;NaN;0,0014594274;NaN;NaN;NaN
191704;9,17;0,6033;1,4470;NaN;NaN;NaN;NaN;NaN;NaN;0,0027939990;0,0434851000;NaN;NaN;0,0015206150;NaN;NaN;NaN
191705;8,86;0,6142;1,4260;NaN;NaN;NaN;NaN;NaN;NaN;0,0031986465;0,0210534000;NaN;NaN;0,0019228125;NaN;NaN;NaN
191706;9,04;0,6250;1,4050;NaN;NaN;NaN;NaN;NaN;NaN;0,0033236862;0,0103628000;NaN;NaN;0,0008427469;NaN;NaN;NaN
191707;8,79;0,6358;1,3840;NaN;NaN;NaN;NaN;NaN;NaN;0,0030883043;-0,0103628000;NaN;NaN;0,0009443730;NaN;NaN;NaN
191708;8,53;0,6467;1,3630;NaN;NaN;NaN;NaN;NaN;NaN;0,0031692231;0,0155042000;NaN;NaN;0,0013655697;NaN;NaN;NaN
191709;8,12;0,6575;1,3430;NaN;NaN;NaN;NaN;NaN;NaN;0,0034560642;0,0177895000;NaN;NaN;0,0029344195;NaN;NaN;NaN
191710;7,68;0,6683;1,3220;NaN;NaN;NaN;NaN;NaN;NaN;0,0036031303;0,0174786000;NaN;NaN;0,0041310602;NaN;NaN;NaN
191711;7,04;0,6792;1,3010;NaN;NaN;NaN;NaN;NaN;NaN;0,0036472459;0,0024722000;NaN;NaN;0,0055457055;NaN;NaN;NaN
191712;6,80;0,6900;1,2800;NaN;NaN;NaN;NaN;NaN;NaN;0,0036913596;0,0122701000;NaN;NaN;0,0088776875;NaN;NaN;NaN
191801;7,21;0,6800;1,2560;NaN;NaN;NaN;NaN;NaN;NaN;0,0037428230;0,0193243000;NaN;NaN;0,0022854525;NaN;NaN;NaN
191802;7,43;0,6700;1,2320;NaN;NaN;NaN;NaN;NaN;NaN;0,0038236889;0,0095239000;NaN;NaN;0,0010569723;NaN;NaN;NaN
191803;7,28;0,6600;1,2080;NaN;NaN;NaN;NaN;NaN;NaN;0,0039707009;-0,0047506000;NaN;NaN;0,0013539408;NaN;NaN;NaN
191804;7,21;0,6500;1,1830;NaN;NaN;NaN;NaN;NaN;NaN;0,0039927509;0,0118345000;NaN;NaN;0,0011309040;NaN;NaN;NaN
191805;7,44;0,6400;1,1590;NaN;NaN;NaN;NaN;NaN;NaN;0,0039707009;0,0186486000;NaN;NaN;0,0014640576;NaN;NaN;NaN
191806;7,45;0,6300;1,1350;NaN;NaN;NaN;NaN;NaN;NaN;0,0039707009;0,0183071000;NaN;NaN;0,0005524911;NaN;NaN;NaN
191807;7,51;0,6200;1,1110;NaN;NaN;NaN;NaN;NaN;NaN;0,0039707009;0,0246373000;NaN;NaN;0,0007401049;NaN;NaN;NaN
191808;7,58;0,6100;1,0870;NaN;NaN;NaN;NaN;NaN;NaN;0,0040148003;0,0175443000;NaN;NaN;0,0004099323;NaN;NaN;NaN
191809;7,54;0,6000;1,0630;NaN;NaN;NaN;NaN;NaN;NaN;0,0040588978;0,0236316000;NaN;NaN;0,0009023853;NaN;NaN;NaN
191810;7,86;0,5900;1,0380;NaN;NaN;NaN;NaN;NaN;NaN;0,0040588978;0,0168425000;NaN;NaN;0,0019907848;NaN;NaN;NaN
191811;8,06;0,5800;1,0140;NaN;NaN;NaN;NaN;NaN;NaN;0,0040368493;0,0165635000;NaN;NaN;0,0023849319;NaN;NaN;NaN
191812;7,90;0,5700;0,9900;NaN;NaN;NaN;NaN;NaN;NaN;0,0039192492;0,0142714000;NaN;NaN;0,0010893006;NaN;NaN;NaN
191901;7,85;0,5667;0,9850;NaN;NaN;0,0535;0,0712;0,0463;NaN;0,0035075398;0,0020222000;NaN;NaN;0,0007658185;NaN;NaN;NaN
191902;7,88;0,5633;0,9800;NaN;NaN;0,0535;0,0720;0,0470;NaN;0,0034560642;-0,0224729000;NaN;NaN;0,0006462952;NaN;NaN;NaN
191903;8,12;0,5600;0,9750;NaN;NaN;0,0539;0,0715;0,0473;NaN;0,0036031303;0,0123205000;NaN;NaN;0,0011589943;NaN;NaN;NaN
191904;8,39;0,5567;0,9700;NaN;NaN;0,0544;0,0723;0,0472;NaN;0,0036031303;0,0182007000;NaN;NaN;0,0005361947;NaN;NaN;NaN
191905;8,97;0,5533;0,9650;NaN;NaN;0,0539;0,0709;0,0467;NaN;0,0036031303;0,0139306000;NaN;NaN;0,0011894273;NaN;NaN;NaN
191906;9,21;0,5500;0,9600;NaN;NaN;0,0540;0,0704;0,0469;NaN;0,0037134157;0,0019743000;NaN;NaN;0,0030374267;NaN;NaN;NaN
191907;9,51;0,5467;0,9550;NaN;NaN;0,0544;0,0706;0,0472;NaN;0,0036398934;0,0272390000;NaN;NaN;0,0014470144;NaN;NaN;NaN
191908;8,87;0,5433;0,9500;NaN;NaN;0,0556;0,0713;0,0478;NaN;0,0036031303;0,0171270000;NaN;NaN;0,0060892956;NaN;NaN;NaN
191909;9,01;0,5400;0,9450;NaN;NaN;0,0560;0,0727;0,0473;NaN;0,0036031303;0,0056444000;NaN;NaN;0,0012335901;NaN;NaN;NaN
191910;9,47;0,5367;0,9400;NaN;NaN;0,0554;0,0734;0,0471;NaN;0,0036031303;0,0167446000;NaN;NaN;0,0020168628;NaN;NaN;NaN
191911;9,19;0,5333;0,9350;NaN;NaN;0,0566;0,0754;0,0481;NaN;0,0036913596;0,0237021000;NaN;NaN;0,0039199974;NaN;NaN;NaN
191912;8,92;0,5300;0,9300;NaN;NaN;0,0573;0,0777;0,0490;NaN;0,0039707009;0,0213912000;NaN;NaN;0,0024998752;NaN;NaN;NaN
192001;8,83;0,5283;0,9192;NaN;NaN;0,0575;0,0778;0,0493;NaN;0,0037429863;0,0192146000;NaN;NaN;0,0013557095;NaN;NaN;NaN
192002;8,10;0,5267;0,9083;NaN;0,0450;0,0586;0,0794;0,0505;NaN;0,0037429863;0,0120380000;NaN;NaN;0,0061171900;NaN;NaN;NaN
192003;8,67;0,5250;0,8975;NaN;0,0475;0,0592;0,0797;0,0509;NaN;0,0039505197;0,0102042000;NaN;NaN;0,0031867119;NaN;NaN;NaN
192004;8,60;0,5233;0,8867;NaN;0,0525;0,0604;0,0817;0,0528;NaN;0,0043654575;0,0283589000;NaN;NaN;0,0036396927;NaN;NaN;NaN
192005;8,06;0,5217;0,8758;NaN;0,0550;0,0625;0,0839;0,0558;NaN;0,0045728618;0,0163136000;NaN;NaN;0,0028508208;NaN;NaN;NaN
192006;7,92;0,5200;0,8650;NaN;0,0575;0,0638;0,0839;0,0554;NaN;0,0047802232;0,0144581000;NaN;NaN;0,0009212744;NaN;NaN;NaN
192007;7,91;0,5183;0,8542;NaN;0,0581;0,0634;0,0852;0,0557;NaN;0,0048299835;-0,0064000000;NaN;NaN;0,0014192121;NaN;NaN;NaN
192008;7,60;0,5167;0,8433;NaN;0,0583;0,0630;0,0839;0,0567;NaN;0,0048465697;-0,0260177000;NaN;NaN;0,0015549463;NaN;NaN;NaN
192009;7,87;0,5150;0,8325;NaN;0,0581;0,0622;0,0814;0,0543;NaN;0,0048299835;-0,0115991000;NaN;NaN;0,0013056391;NaN;NaN;NaN
192010;7,88;0,5133;0,8217;NaN;0,0575;0,0605;0,0799;0,0508;NaN;0,0047802232;-0,0050125000;NaN;NaN;0,0009409923;NaN;NaN;NaN
192011;7,48;0,5117;0,8108;NaN;0,0575;0,0608;0,0821;0,0521;NaN;0,0047802232;-0,0067227000;NaN;NaN;0,0047878721;NaN;NaN;NaN
192012;6,81;0,5100;0,8000;NaN;0,0588;0,0626;0,0856;0,0540;NaN;0,0048880341;-0,0221663000;NaN;NaN;0,0053277384;NaN;NaN;NaN
192101;7,11;0,5058;0,7575;NaN;0,0567;0,0614;0,0850;0,0523;NaN;0,0047138722;-0,0173917000;NaN;NaN;0,0010438530;NaN;NaN;NaN
192102;7,06;0,5017;0,7150;NaN;0,0530;0,0608;0,0842;0,0528;NaN;0,0044069418;-0,0320883000;NaN;NaN;0,0007309336;NaN;NaN;NaN
192103;6,88;0,4975;0,6725;0,6362196410;0,0538;0,0608;0,0855;0,0527;NaN;0,0044733131;-0,0072728000;NaN;NaN;0,0023077060;NaN;NaN;NaN
192104;6,91;0,4933;0,6300;0,6134656994;0,0520;0,0606;0,0853;0,0524;NaN;0,0043239715;-0,0128560000;NaN;NaN;0,0016562446;NaN;NaN;NaN
192105;7,12;0,4892;0,5875;0,6563180828;0,0516;0,0611;0,0852;0,0525;NaN;0,0042907814;-0,0186573000;NaN;NaN;0,0013194209;NaN;NaN;NaN
192106;6,55;0,4850;0,5450;0,7041636231;0,0499;0,0618;0,0856;0,0527;NaN;0,0041497114;-0,0056657000;NaN;NaN;0,0038638264;NaN;NaN;NaN
192107;6,53;0,4808;0,5025;0,7049875676;0,0460;0,0612;0,0848;0,0526;NaN;0,0038260048;0,0018921000;NaN;NaN;0,0017604921;NaN;NaN;NaN
192108;6,45;0,4767;0,4600;0,7182238117;0,0475;0,0599;0,0851;0,0522;NaN;0,0039505197;0,0037736000;NaN;NaN;0,0020311152;NaN;NaN;NaN
192109;6,61;0,4725;0,4175;0,6781091728;0,0475;0,0593;0,0834;0,0512;NaN;0,0039505197;-0,0113638000;NaN;NaN;0,0017782204;NaN;NaN;NaN
192110;6,70;0,4683;0,3750;0,6583800027;0,0421;0,0584;0,0834;0,0483;NaN;0,0035021935;-0,0019066000;NaN;NaN;0,0010289691;NaN;NaN;NaN
192111;7,06;0,4642;0,3325;0,6235446313;0,0403;0,0560;0,0788;0,0464;NaN;0,0033527067;-0,0057416000;NaN;NaN;0,0009877030;NaN;NaN;NaN
192112;7,31;0,4600;0,2900;0,5965346535;0,0390;0,0550;0,0761;0,0447;NaN;0,0032447302;-0,0057748000;NaN;NaN;0,0005106362;NaN;NaN;NaN
192201;7,30;0,4642;0,3233;0,5928659287;0,0390;0,0534;0,0770;0,0445;NaN;0,0032447302;-0,0214642000;NaN;NaN;0,0010565181;NaN;NaN;NaN
192202;7,46;0,4683;0,3567;0,5640065528;0,0381;0,0529;0,0755;0,0450;NaN;0,0031699703;-0,0019743000;NaN;NaN;0,0006195672;NaN;NaN;NaN
192203;7,74;0,4725;0,3900;0,5210555867;0,0355;0,0523;0,0745;0,0441;NaN;0,0029539661;-0,0119286000;NaN;NaN;0,0006925002;NaN;NaN;NaN
192204;8,21;0,4767;0,4233;0,5047318612;0,0321;0,0515;0,0714;0,0428;NaN;0,0026714286;0,0000000000;NaN;NaN;0,0010940970;NaN;NaN;NaN
192205;8,53;0,4808;0,4567;0,4852033881;0,0325;0,0513;0,0689;0,0426;NaN;0,0027046724;0,0000000000;NaN;NaN;0,0008032828;NaN;NaN;NaN
192206;8,45;0,4850;0,4900;0,4993005488;0,0325;0,0508;0,0697;0,0424;NaN;0,0027046724;0,0019980000;NaN;NaN;0,0017435654;NaN;NaN;NaN
192207;8,51;0,4892;0,5233;0,4781040701;0,0320;0,0500;0,0689;0,0414;NaN;0,0026631174;0,0019940000;NaN;NaN;0,0014760809;NaN;NaN;NaN
192208;8,83;0,4933;0,5567;0,4604088113;0,0313;0,0496;0,0685;0,0412;NaN;0,0026049375;-0,0100101000;NaN;NaN;0,0009882856;NaN;NaN;NaN
192209;9,06;0,4975;0,5900;0,4777594728;0,0334;0,0493;0,0675;0,0419;NaN;0,0027794670;0,0020101000;NaN;NaN;0,0013522609;NaN;NaN;NaN
192210;9,26;0,5017;0,6233;0,4827801477;0,0371;0,0497;0,0678;0,0430;NaN;0,0030868973;0,0060060000;NaN;NaN;0,0016963632;NaN;NaN;NaN
192211;8,80;0,5058;0,6567;0,4902271527;0,0366;0,0509;0,0698;0,0433;NaN;0,0030453582;0,0039841000;NaN;NaN;0,0024352112;NaN;NaN;NaN
192212;8,78;0,5100;0,6900;0,4726494856;0,0365;0,0508;0,0702;0,0432;NaN;0,0030370502;0,0039683000;NaN;NaN;0,0007553687;NaN;NaN;NaN
192301;8,90;0,5117;0,7142;0,4762393513;0,0366;0,0504;0,0698;0,0432;NaN;0,0030453582;-0,0039683000;NaN;NaN;0,0005804056;NaN;NaN;NaN
192302;9,28;0,5133;0,7383;0,4465832531;0,0365;0,0507;0,0697;0,0433;NaN;0,0030370502;-0,0019901000;NaN;NaN;0,0004755236;NaN;NaN;NaN
192303;9,43;0,5150;0,7625;0,5020920502;0,0412;0,0513;0,0709;0,0438;NaN;0,0034274529;0,0039761000;NaN;NaN;0,0005610002;NaN;NaN;NaN
192304;9,10;0,5167;0,7867;0,5244968490;0,0413;0,0522;0,0717;0,0439;NaN;0,0034357577;0,0039604000;NaN;NaN;0,0009778051;NaN;NaN;NaN
192305;8,67;0,5183;0,8108;0,5290679791;0,0395;0,0516;0,0717;0,0437;NaN;0,0032862610;0,0019743000;NaN;NaN;0,0027567961;NaN;NaN;NaN
192306;8,34;0,5200;0,8350;0,5837104072;0,0384;0,0515;0,0721;0,0434;NaN;0,0031948909;0,0058997000;NaN;NaN;0,0029689465;NaN;NaN;NaN
192307;8,06;0,5217;0,8592;0,5937176389;0,0391;0,0514;0,0734;0,0434;NaN;0,0032530365;0,0097562000;NaN;NaN;0,0023723736;NaN;NaN;NaN
192308;8,10;0,5233;0,8833;0,5521078536;0,0386;0,0508;0,0738;0,0435;NaN;0,0032115043;-0,0038911000;NaN;NaN;0,0009708819;NaN;NaN;NaN
192309;8,15;0,5250;0,9075;0,5865636012;0,0401;0,0512;0,0738;0,0436;NaN;0,0033360957;0,0058309000;NaN;NaN;0,0012206401;NaN;NaN;NaN
192310;8,03;0,5267;0,9317;0,5828532701;0,0422;0,0511;0,0746;0,0440;NaN;0,0035104977;0,0019361000;NaN;NaN;0,0016334345;NaN;NaN;NaN
192311;8,27;0,5283;0,9558;0,5588044185;0,0394;0,0509;0,0740;0,0437;NaN;0,0032779550;0,0019324000;NaN;NaN;0,0005984341;NaN;NaN;NaN
192312;8,55;0,5300;0,9800;0,5402010050;0,0388;0,0509;0,0738;0,0435;NaN;0,0032281174;0,0000000000;NaN;NaN;0,0005806652;NaN;NaN;NaN
192401;8,83;0,5317;0,9758;0,5126167296;0,0376;0,0509;0,0724;0,0430;NaN;0,0031284347;-0,0019324000;NaN;NaN;0,0007475124;NaN;NaN;NaN
192402;8,87;0,5333;0,9717;0,5307549887;0,0354;0,0509;0,0714;0,0428;NaN;0,0029456573;-0,0038760000;NaN;NaN;0,0015194860;NaN;NaN;NaN
192403;8,70;0,5350;0,9675;0,5945597248;0,0357;0,0510;0,0708;0,0428;NaN;0,0029705834;-0,0058423000;NaN;NaN;0,0007759294;NaN;NaN;NaN
192404;8,50;0,5367;0,9633;0,6101732318;0,0338;0,0508;0,0703;0,0423;NaN;0,0028127073;-0,0039139000;NaN;NaN;0,0010947745;NaN;NaN;NaN
192405;8,47;0,5383;0,9592;0,6151279199;0,0229;0,0504;0,0697;0,0415;NaN;0,0019065148;0,0000000000;NaN;NaN;0,0007352696;NaN;NaN;NaN
192406;8,63;0,5400;0,9550;0,5738300301;0,0244;0,0499;0,0682;0,0398;NaN;0,0020312689;0,0000000000;NaN;NaN;0,0007646756;NaN;NaN;NaN
192407;9,03;0,5417;0,9508;0,5414137458;0,0192;0,0495;0,0667;0,0394;NaN;0,0015987214;0,0019589000;NaN;NaN;0,0003772822;NaN;NaN;NaN
192408;9,34;0,5433;0,9467;0,5310159401;0,0190;0,0495;0,0669;0,0391;NaN;0,0015820812;-0,0019589000;NaN;NaN;0,0006937238;NaN;NaN;NaN
192409;9,25;0,5450;0,9425;0,5360604886;0,0214;0,0495;0,0673;0,0392;NaN;0,0017817451;0,0039139000;NaN;NaN;0,0008699719;NaN;NaN;NaN
192410;9,13;0,5467;0,9383;0,5314241784;0,0241;0,0492;0,0662;0,0387;NaN;0,0020063193;0,0038986000;NaN;NaN;0,0011261584;NaN;NaN;NaN
192411;9,64;0,5483;0,9342;0,4977497750;0,0258;0,0494;0,0654;0,0390;NaN;0,0021476921;0,0038835000;NaN;NaN;0,0009510546;NaN;NaN;NaN
